brand;diagonal;old_price;new_price;product_code;name;url
ASUS;47.53;72579;72579;WG00240666;Монітор Asus PG48UQ 47.53,3840*2160,138 Гц;https://nimpha.ua/241598-monitor-asus-475-rog-swift-pg48uq-4xhdmi-dp-4xusb-mm-oled-3840x2160-138hz-01ms-dci-p3-98-g-sync-hdr10
MSI;27;7618;7618;WG00245328;Монітор VA 27 FHD (1920 x 1080) Curved 1500R 1ms  250Hz 178/178 2*HDMI/DP G27C4X;https://nimpha.ua/246193-monitor-va-27-fhd-1920-x-1080-curved-1500r-1ms--250hz-178-178-2hdmi-dp-g27c4x
ASUS;32;35825;35660;WG00253682;Монітор Asus 32 ROG Strix XG32UQ 2xHDMI, DP, 2xUSB, IPS, 3840x2160, 160Hz, 1ms, sRGB 130%, FreeSync, HAS, HDR600;https://nimpha.ua/254495-monitor-asus-32-rog-strix-xg32uq-2xhdmi-dp-2xusb-ips-3840x2160-160hz-1ms-srgb-130-freesync-has-hdr600
HP;27;8289;8169;WG00258269;Монітор TFT 27 HP E27 G5, FHD, IPS, 75 Гц, HDMI, DP, USB, HAS, Pivot, чорний з срібним;https://nimpha.ua/258888-monitor-tft-27-hp-e27-g5-fhd-ips-75-gts-hdmi-dp-usb-has-pivot-chorniy-z-sribnim
HP;23.8;8373;8246;WG00258273;Монітор TFT 23.8 HP OMEN 24, IPS, 165Hz, 1ms, 2xHDMI, DP, HAS, чорний;https://nimpha.ua/258982-monitor-tft-238-hp-omen-24-ips-165hz-1ms-2xhdmi-dp-has-chorniy
Prologix;23.6;5499;4488;WG00264189;Монітор Prologix 23.6 GM2324C VA Black Curved 165Hz;https://nimpha.ua/264623-monitor-prologix-236-gm2324c-va-black-curved-165hz
ASUS;34.1;30599;30599;WG00279924;Монітор Asus ProArt 34.1 IPS,3440 *1440,60 Гц;https://nimpha.ua/279892-monitor-asus-341-pa34vcnv-90lm04a0-b02370-ips-black-silver-curved
ASUS;31.5;11827;11827;WG00282549;Монітор Asus VP32AQ 31.5 IPS,2560*1440,75 Гц,HDR10;https://nimpha.ua/282442-monitor-asus-315-vp32aq-hdmi-dp-mm-ips-2560x1440-75hz-5ms-rgb-100-freesync-hdr10
MSI;24.5;3668;3668;WG00287101;Монітор 25 IPS PRO MP251 MSI;https://nimpha.ua/286966-monitor-25-ips-pro-mp251-msi
Philips;23.8;9512;9489;WG00294509;Монітор Philips 245B1/00 IPS 23.8,2560*1440,75 Гц;https://nimpha.ua/294445-monitor-philips-245b1-00-ips-2382560144075-gts
Acer;23.6;5536;5282;WG00295975;Монітор вигнутий Acer NITRO 23.6 VA, 1920*1080, 180 Гц,HDMI*2,DP;https://nimpha.ua/295902-monitor-acer-vignutiy-igroviy-va-nitro-23619201080-180-gtshdmi2dp-ed240qs3bmiipx-ed240qs3bmiipx
iiyama;21.5;4127;4127;WG00296136;Монітор iiyama ProLite XU2292HSU-B6 21.5 16:9 IPS РК, 1920х1080, 0.4 мс (MPRT), 100 Гц, FreeSync, 1xHDMI/1xDP/4xUSB 3.2, SP 2x2;https://nimpha.ua/296049-monitor-iiyama-prolite-xu2292hsu-b6-215-169-ips-rk-1920kh1080-04-ms-mprt-100-gts-freesync-1xhdmi-1xdp-4xusb-32-sp-2x2
iiyama;23.8;15189;15139;WG00296332;Монітор iiyama сенсорний T2455MSC-B1 23.8 16:9 IPS РК, проекційно-ємністна технологія, 1xHDMI/1xDP/2xUSB 3.0, SP 1 Вт;https://nimpha.ua/296239-monitor-iiyama-sensorniy-t2455msc-b1-238-169-ips-rk-proektsiyno-emnistna-tekhnologiya-1xhdmi-1xdp-2xusb-30-sp-1-vt
AOC;34;50554;50218;WG00298415;Монітор AOC AGON (AG344UXM), 34, WQHD, IPS, MiniLED, 170Гц, 1мс, 2xHDMI, 2xDP, USB-C, USB-hub, HA, кол;https://nimpha.ua/298404-monitor-aoc-agon-ag344uxm-34-wqhd-ips-miniled-170gts-1ms-2xhdmi-2xdp-usb-c-usb-hub-ha-kol
Acer;27;24312;24093;WG00303851;Монiтор ACER 27 XV275KP3biipruzx (UM.HXXEE.311);https://nimpha.ua/303768-monitor-acer-27-xv275kp3biipruzx-umhxxee311
Lenovo;24.5;6599;6599;WG00304067;Монітор Lenovo Legion 24.5 R25i-30 (67B7GACBUA);https://nimpha.ua/303949-monitor-lenovo-legion-245-r25i-30-67b7gacbua
Lenovo;27;10413;10413;WG00304038;Монітор Lenovo 27 ThinkVision E27q-20 (62D0GAT1UA);https://nimpha.ua/304012-monitor-lenovo-27-thinkvision-e27q-20-62d0gat1ua
AOC;27;9602;9500;WG00311272;Монітор 27 AOC 27G2ZN3/BK, VA, 280Гц, 0,5ms, HDMIx2, DP, HAS, Pivot, чорний з червоним;https://nimpha.ua/311461-monitor-27-aoc-27g2zn3-bk-va-280gts-05ms-hdmix2-dp-has-pivot-chorniy-z-chervonim
Philips;34;31233;29965;WG00312920;Монітор ігровий Philips 34M2C6500/00 34 QD OLED ,3440*1440,175 Гц;https://nimpha.ua/312976-monitor-igroviy-philips-34m2c6500-00-34-qd-oled-34401440175-gts
ViewSonic;27;4518;4396;WG00312899;Монітор ViewSonic VA270-H 27 IPS, 1920х1080, 100  Гц, 1 мс, 1xVGA/1xHDMI 1.4;https://nimpha.ua/313003-monitor-viewsonic-va270-h-27-ips-1920kh1080-100--gts-1-ms-1xvga-1xhdmi-14
Samsung;27;46508;33999;WG00312898;Монiтор SAMSUNG LS27DG600SIXCI;https://nimpha.ua/313041-monitor-samsung-ls27dg600sixci
Samsung;24;6330;5599;WG00319007;Монітор Samsung LS24DG300EIXCI, 24, ігровий VA, FHD, 180 Гц, HDMI, DP;https://nimpha.ua/319147-monitor-samsung-ls24dg300eixci-24-igroviy-va-fhd-180-gts-hdmi-dp
GIGABYTE;34;36690;36611;WG00329264;Монітор ігровий GIGABYTE 34 QD-OLED Curved 1800R, 3440x1440 WQHD, 175Hz, 0.03ms, 2xHDMI 2.1, 1xDP 1.4, KVM, 2x3W (MO34WQC Gaming Monitor);https://nimpha.ua/329354-monitor-igroviy-gigabyte-34-qd-oled-curved-1800r-3440x1440-wqhd-175hz-003ms-2xhdmi-21-1xdp-14-kvm-2x3w-mo34wqc-gaming-monitor
iiyama;27;10364;10364;WG00329223;Монітор ігровий iiyama 27 Fast IPS РК, 2560х1440, 180Гц, 16:9, 0.2 мс (MPRT),  Adaptive Sync, 1xHDMI 1.4 (G2770QSU-B6);https://nimpha.ua/329388-monitor-igroviy-iiyama-27-fast-ips-rk-2560kh1440-180gts-169-02-ms-mprt--adaptive-sync-1xhdmi-14-g2770qsu-b6
Philips;26.5;27506;27371;WG00330684;Монітор Philips 27M2N8500 27 QD-OLED, QHD, 360Hz, 0.3ms, 2xHDMI, DP, USB-hub, HAS, Pivot, колонки, білий (27M2N8500/00);https://nimpha.ua/331079-monitor-philips%C2%A027m2n8500-27-qd-oled%C2%A0qhd-360hz%C2%A003ms%C2%A02xhdmi-dp-usb-hub%C2%A0has-pivot%C2%A0kolonki%C2%A0biliy-27m2n8500-00
GIGABYTE;31.5;11700;11675;WG00332643;Монітор ігровий Gigabyte GS32Q Gaming Monitor 31.5 SS IPS QHD, 2560x1440, 170Hz, 1ms, 2xHDMI, 1xDP 1.4;https://nimpha.ua/333269-monitor-igroviy-gigabyte-gs32q-gaming-monitor-315-ss-ips-qhd-2560x1440-170hz-1ms-2xhdmi-1xdp-14
Dell;23.8;6020;6019;WG00333750;Монітор Dell S2425HS 23.8 IPS, 100Hz, White (210-BMHH);https://nimpha.ua/334177-monitor-dell-s2425hs-238-ips-100hz-white-210-bmhh
2E;27;5599;5539;WG00337868;Монітор 2E GAMING G2724BU 27 IPS, 165Hz, 1ms, FreeSync, HDMI/DP/USB Type-C (2E-G2724BU-01.UA);https://nimpha.ua/338455-monitor-2e-gaming-g2724bu-27-ips-165hz-1ms-freesync-hdmi-dp-usb-type-c-2e-g2724bu-01ua
Samsung;27;5512;5499;WG00341266;Монітор Samsung S27D400 27 IPS, 100Hz, 2xHDMI, DP, USB (LS27D400GAIXCI);https://nimpha.ua/341824-monitor-samsung-s27d400-27-ips-100hz-2xhdmi-dp-usb-ls27d400gaixci
ViewSonic;27;6199;6060;WG00370919;Монітор ігровий ViewSonic VX27G1-HD, 27 SuperClear IPS, 1920х1080, 16:9, 180Гц, 1мс (MPRT), HDR10, 2xHDMI 1.4/1xDP;https://nimpha.ua/371525-monitor-igroviy-viewsonic-vx27g1-hd-27-superclear-ips-1920kh1080-169-180gts-1ms-mprt-hdr10-2xhdmi-14-1xdp
Lenovo;27;6712;6712;WG00370923;Монітор Lenovo L27i-4B, 27 IPS, 1920х1080, 16:9, 100Гц, 1мс (MPRT), 1xVGA/2xHDMI, SP 2х3Вт, білий (67CBKAC1UA);https://nimpha.ua/371562-monitor-lenovo-l27i-4b-27-ips-1920kh1080-169-100gts-1ms-mprt-1xvga-2xhdmi-sp-2kh3vt-biliy-67cbkac1ua
;75;77069;77069;WG00370964;Дисплей iiyama LH7564UHS-B1AG, 75 VA, 3840х2160, 16:9, 500кд/м2, 24/7, Android 14, 2xHDMI/1xUSB-C/2xUSB 2.0;https://nimpha.ua/371618-displey-iiyama-lh7564uhs-b1ag-75-va-3840kh2160-169-500kd-m2-24-7-android-14-2xhdmi-1xusb-c-2xusb-20
BenQ;65;62269;62269;WG00370959;Дисплей інтерактивний BenQ RE6504, 65 IPS, UHD, 16:9, 18/7, 450кд/м2, Android 13, Precision IR технологія, чорний (9H.F9ETK.DE6);https://nimpha.ua/371650-displey-interaktivniy-benq-re6504-65-ips-uhd-169-18-7-450kd-m2-android-13-precision-ir-tekhnologiya-chorniy-9hf9etkde6
BenQ;24.1;23237;22049;WG00370913;Монітор ігровий BenQ XL2546X+, 24.1 Fast TN, 1920х1080, 16:9, 280Гц, 3xHDMI 2.0/1xDP 1.2, HAS, Dark Grey (9H.LN1LB.QBE);https://nimpha.ua/371700-monitor-igroviy-benq-xl2546x-241-fast-tn-1920kh1080-169-280gts-3xhdmi-20-1xdp-12-has-dark-grey-9hln1lbqbe
Philips;27;7587;7587;WG00371342;Монітор ігровий Philips 27M2C5201L/00, вигнутий, 27 VA, 1920x1080, 180Гц, білий;https://nimpha.ua/371946-monitor-igroviy-philips-27m2c5201l-00-vignutiy-27-va-1920x1080-180gts-biliy
MSI;23.8;4599;4262;WG00371306;Монітор MSI PRO MP242A E2, 23.8 IPS, 1920x1080, 1ms, 120Hz, 178/178, VGA/DP/HDMI, колонки 2x2W;https://nimpha.ua/372067-monitor-msi-pro-mp242a-e2-238-ips-1920x1080-1ms-120hz-178-178-vga-dp-hdmi-kolonki-2x2w
Philips;31.5;16117;16011;WG00371347;Монітор ігровий Philips 32M2C5500W/00, вигнутий, 31.5 VA, 2560x1440, 240Гц;https://nimpha.ua/372214-monitor-igroviy-philips-32m2c5500w-00-vignutiy-315-va-2560x1440-240gts
Philips;24;3780;3632;WG00373117;Монітор Philips 24E2N1100LB/00, 23.8 VA, 100Гц, VGA/HDMI, чорний;https://nimpha.ua/373688-monitor-philips-24e2n1100lb-00-238-va-100gts-vga-hdmi-chorniy
AOC;27;6552;6431;WG00373123;Монітор AOC 27G42E, 27 Fast IPS, 180Гц, HDM/DP, чорно-червоний;https://nimpha.ua/373954-monitor-aoc-27g42e-27-fast-ips-180gts-hdm-dp-chorno-chervoniy
Philips;21.5;3559;3474;WG00164690;Монітор, Philips V-line 221V8A/00 Black, 21.5, VA, 1920x1080, 75Гц;https://nimpha.ua/181514-monitor-philips-221v8a-00-black
Philips;21.5;11987;11958;WG00205578;Монітор, Philips B-line (222B1TC/00), 21.5, IPS, 1920x1080, 75Гц;https://nimpha.ua/213701-monitor-philips-222b1tc-00
ASUS;27;11399;10969;WG00224697;Монітор Asus ігровий IPS 27,2560*1440,165 Гц VG27AQ;https://nimpha.ua/225913-monitor-lcd-27-asus-tuf-gaming-vg27aq-2xhdmi-dp-mm-ips-2560x1440-pivot-165hz-1ms-hdr10-g-sync
Philips;27;8596;8595;WG00233757;Монітор 27 Philips 272S1M, IPS,75Hz, sRGB 102%, D-Sub, DVI-D, HDMI, DP, USB-hub, HAS, Pivot, колонки, чорний;https://nimpha.ua/234712-monitor-27-philips-272s1m-ips75hz-srgb-102-d-sub-dvi-d-hdmi-dp-usb-hub-has-pivot-kolonki-ch
ASUS;32;30495;30495;WG00237270;Монітор Asus PA329CV 32 IPS, 3840*2160,60 Гц,HDR 10;https://nimpha.ua/238282-monitor-lcd-32-asus-proart-pa329cv-2xhdmi-dp-usb-c-4xusb-mm-ips-3840x2160-100srgb-pivot-hdr400
ASUS;34;39756;38430;WG00240662;Монітор Asus 34 ProArt PA348CGV 2xHDMI, DP, USB-C, 4xUSB, MM, IPS, 3440x1440, 21:9, 120Hz, 2ms, DCI-P3 98%, FreeSync, HAS, HDR400;https://nimpha.ua/241678-monitor-asus-34-proart-pa348cgv-2xhdmi-dp-usb-c-4xusb-mm-ips-3440x1440-219-120hz-2ms-dci-p3-98-freesync-has-hdr400
ASUS;27;5622;5606;WG00253679;Монітор Asus VZ27EHF-W 27 IPS,1920*1080,100 Гц,HDMI,білий;https://nimpha.ua/254460-monitor-asus-27-vz27ehf-w-hdmi-audio-ips-100hz-1ms-adaptivesync-white
ASUS;23.8;4315;4312;WG00256849;Монітор Asus VY249HF-W 23.8 IPS,1920*1080,100 Гц,HDMI,білий;https://nimpha.ua/257649-monitor-asus-238-vy249hf-w-hdmi-audio-ips-100hz-1ms-adaptivesync-white
Philips;31.5;11421;10670;WG00258242;Монітор TFT 31,5 Philips 32M1C5200W, VA, 240 Hz, 0,5ms, вигнутий, 2xHDMI, DP, HAS, сірий;https://nimpha.ua/258918-monitor-tft-315-philips-32m1c5200w-va-240-hz-05ms-vignutiy-2xhdmi-dp-has-siriy
Philips;31.5;38264;38010;WG00258243;Монітор TFT 31.5 Philips 32M1N5800A, 4K UHD, IPS, 144Hz, 1ms, 2x HDMI, 2x DP, USB-hub, HAS, Pivot, колонки;https://nimpha.ua/259018-monitor-tft-315-philips-32m1n5800a-4k-uhd-ips-144hz-1ms-2x-hdmi-2x-dp-usb-hub-has-pivot-kolonki
Samsung;27;9499;8199;WG00268860;Монітор Samsung 27 Odyssey G5 S27CG550 Black (LS27CG550EIXCI) VA Black Curved 165Hz;https://nimpha.ua/268840-monitor-samsung-27-odyssey-g5-s27cg550-black-ls27cg550eixci-va-black-curved-165hz
Samsung;31.5;10730;9799;WG00282583;Монітор Samsung 31.5 Odyssey G55C 2xHDMI, DP, VA, 2560x1440, 165Hz, 1ms;https://nimpha.ua/282394-monitor-samsung-315-odyssey-g55c-2xhdmi-dp-va-2560x1440-165hz-1ms
ASUS;14;11299;11299;WG00282553;Монітор портативний Asus 14 ZenScreen MB14AC USB-C, IPS, Stylus, Cover;https://nimpha.ua/282475-monitor-portativniy-asus-14-zenscreen-mb14ac-usb-c-ips-stylus-cover
MSI;24.5;5238;5238;WG00287103;Монітор 25 IPS PRO MP251P MSI;https://nimpha.ua/287382-monitor-25-ips-pro-mp251p-msi
iiyama;19;7219;7169;WG00295333;Монітор iiyama 19 5:4 TN РК монітор, 1280х1024, 60 Гц, 5 мс, 1xV GA/1xDVI, HAS, білий корпус  B1980D-W5;https://nimpha.ua/295261-monitor-iiyama-19-5%3A4-tn-rk-monitor-1280kh1024-60-gts-5-ms-1xv-ga-1xdvi-has-biliy-korpus--b1980d-w5
BenQ;31.5;15690;15587;WG00295998;Монітор BenQ BL3290QT BLACK 31,5 16:9 IPS, 2560х1440, 75 Гц, 5 мс,  1xHDMI 1.4/1xDP 1.2/1xDP Out/3xUSB 3.2/USB Type C;https://nimpha.ua/295917-monitor-benq-bl3290qt-315-169-ips-rk-2560kh1440-75-gts-5-ms--1xhdmi-14-1xdp-12-1xdp-out-3xusb-32-usb-type-c-black
Philips;27;7284;7236;WG00296149;Монітор Philips 27E1N1300AE/00 IPS 27,1920*1080,100 Гц,HDMI,USB-C,HAS 100мм;https://nimpha.ua/296059-monitor-philips-27e1n1300ae-00-ips-2719201080100-gtshdmiusb-chas-100mm
iiyama;21.5;12959;12880;WG00296331;Монітор iiyama сенсорний T2254MSC-B1AG 21.5 16:9 IPS РК, проекційно-ємністна технологія, 1xHDMI/1xDP/2xUSB 3.0, SP 2 Вт;https://nimpha.ua/296248-monitor-iiyama-sensorniy-t2254msc-b1ag-215-169-ips-rk-proektsiyno-emnistna-tekhnologiya-1xhdmi-1xdp-2xusb-30-sp-2-vt
Acer;27;5124;5112;WG00299548;Монітор Acer QG271Ebii 27 IPS,1920*1080,100 ГЦ,VGA,HDMI*2;https://nimpha.ua/299420-monitor-acer-qg271ebii-umhq1eee01
AOC;27;6942;6897;WG00303832;Монiтор AOC 27 27B3CA2;https://nimpha.ua/303789-monitor-aoc-27-27b3ca2
Samsung;32;14499;14499;WG00304084;Монітор Samsung Odyssey 32 DG50 S32DG500EI (LS32DG500EIXCI);https://nimpha.ua/303975-monitor-samsung-odyssey-32-dg50-s32dg500ei-ls32dg500eixci
HP;27;5961;5922;WG00311284;Монітор 27 HP M27h, 75Hz, VGA, 2xHDMI, HAS, чорно-сріблястий;https://nimpha.ua/311119-monitor-27-hp-m27h-75hz-vga-2xhdmi-has-chorno-sriblyastiy
Philips;27;6664;6371;WG00311274;Монітор 27 Philips 27M2N3200A, IPS, 180 Гц, 2хHDMI, DP, HAS, Pivot, кол., чорно-сірий;https://nimpha.ua/311653-monitor-27-philips-27m2n3200a-ips-180-gts-2khhdmi-dp-has-pivot-kol-chorno-siriy
EIZO;23.8;27239;25890;WG00312871;Монітор EIZO EV2490-WT 23.8 16:9 IPS, 1920х1080, 1xHDMI 1.4/1 хDP 1.3/1xUSB Type C/3xUSB 3.1/LAN, HAS;https://nimpha.ua/312984-monitor-eizo-ev2490-wt-238-ips-1920kh1080-1xhdmi-14-1-khdp-13-1xusb-type-c-do-70-vt-3xusb-31-lan-has
iiyama;27;8092;8092;WG00312889;Монітор iiyama GB2770HSU-B6 27IPS, ігровий, 1920х1080, 0,2 мс, 180 Гц, Adaptive Sync, 1xHDMI 1.4/1xDP;https://nimpha.ua/313015-monitor-iiyama-gb2770hsu-b6-27ips-igroviy-1920kh1080-02-ms-180-gts-adaptive-sync-1xhdmi-14-1xdp
MSI;27;7969;7969;WG00317164;Монітор 27 MSI MAG 275QF,IPS,180Hz,0.5ms,HDMI,DisplayPort;https://nimpha.ua/317180-monitor-27-msi-mag-275qfips180hz05mshdmidisplayport
Philips;27;10215;9737;WG00320083;Монітор Philips 27E1N1800A 27, IPS, 4K UHD, 2xHDMI, DP, колонки, чорний;https://nimpha.ua/320345-monitor-philips-27e1n1800a-27-ips-4k-uhd-2xhdmi-dp-kolonki-chorniy
iiyama;27;9074;9074;WG00329232;Монітор iiyama 27 IPS РК, 2560х1440, 100Гц, 16:9, 1 мс (MPRT), Adaptive Sync, 1xHDMI, 1xDP, 2xUSB 3.2, SP (XUB2793QSU-B7);https://nimpha.ua/329360-monitor-iiyama-27-ips-rk-2560kh1440-100gts-169-1-ms-mprt-adaptive-sync-1xhdmi-1xdp-2xusb-32-sp-xub2793qsu-b7
iiyama;23.8;6988;6988;WG00329213;Монітор ігровий iiyama 23.8 IPS РК, 1920х1080, 180Гц, 16:9, 0.2 мс (MPRT), Adaptive Sync, 1xHDMI 1.4, 1xDP (GB2470HSU-W6);https://nimpha.ua/329394-monitor-igroviy-iiyama-238-ips-rk-1920kh1080-180gts-169-02-ms-mprt-adaptive-sync-1xhdmi-14-1xdp-gb2470hsu-w6
Philips;27;10894;10458;WG00329484;Монітор Philips 27 4K IPS, 3840x2160, 60Гц, 2xHDMI, USB-C (27E1N1900AE/00);https://nimpha.ua/329634-monitor-philips-27-4k-ips-3840x2160-60gts-2xhdmi-usb-c-27e1n1900ae-00
BenQ;23.8;5753;5520;WG00330701;Монітор BenQ GW2490T 23.8 IPS, 100Гц, 2хHDMI, DP, HAS, колонки, чорний;https://nimpha.ua/330769-monitor-benq-gw2490t-238-ips-100gts%C2%A02khhdmi-dp-has-kolonki%C2%A0chorniy
iiyama;27;6240;6240;WG00332637;Монітор iiyama XUB2793HS-B7 27 IPS РК, 1920х1080, 100Гц, 16:9, 1мс (MPRT), 300 кд/м2, Adaptive Sync, 1xHDMI 1.4, 1xDP;https://nimpha.ua/333218-monitor-iiyama-xub2793hs-b7-27-ips-rk-1920kh1080-100gts-169-1ms-mprt-300-kd-m2-adaptive-sync-1xhdmi-14-1xdp
ASUS;21.5;3399;3300;WG00333763;Монітор Asus VP229HF 21.5 IPS, 100Hz, Black (90LM06B0-B05B70);https://nimpha.ua/334028-monitor-asus-vp229hf-215-ips-100hz-black-90lm06b0-b05b70
Philips;23.8;6321;6169;WG00332717;Монітор ігровий Philips 24M2N3201A/00 23.8 IPS, 1920x1080, 180Гц, білий;https://nimpha.ua/333434-monitor-igroviy-philips-24m2n3201a-00-238-ips-1920x1080-180gts-biliy
Dell;24.07;11211;11051;WG00333749;Монітор Dell P2425E 24.1 IPS, 100Hz, Black/Silver (210-BMJF);https://nimpha.ua/334505-monitor-dell-p2425e-241-ips-100hz-black-silver-210-bmjf
Alienware;26.7;34409;34327;WG00339000;Монітор DELL AW2725DF 27 QD-OLED, 2560x1440, 360Hz, 0.03ms, FreeSync, Pivot, HDR TrueBlack 400, HDMI, 2xDP, USB (210-BLHH);https://nimpha.ua/339480-monitor-dell-aw2725df-27-qd-oled-2560x1440-360hz-003ms-freesync-pivot-hdr-trueblack-400-hdmi-2xdp-usb-210-blhh
2E;28;7999;7779;WG00364441;Монітор 2E 28 L2825B 2xHDMI, DP, IPS, NTSC 84%, 3840x2160, FreeSync;https://nimpha.ua/365068-monitor-2e-28-l2825b-2xhdmi-dp-ips-ntsc-84-3840x2160-freesync
;65;68229;68229;WG00370956;Дисплей інтерактивний iiyama TE6512MIS-B3AG, 65 IPS, UHD, 16:9, 24/7, 400кд/м2, Android 11, PureTouch-IR технологія;https://nimpha.ua/371543-displey-interaktivniy-iiyama-te6512mis-b3ag-65-ips-uhd-169-24-7-400kd-m2-android-11-puretouch-ir-tekhnologiya
;43;27669;27669;WG00370947;Дисплей iiyama LH4364UHS-B1AG, 42.5 VA, 3840х2160, 16:9, 500кд/м2, 24/7, Android 14, 2xHDMI/1xUSB-C/2xUSB 2.0;https://nimpha.ua/371586-displey-iiyama-lh4364uhs-b1ag-425-va-3840kh2160-169-500kd-m2-24-7-android-14-2xhdmi-1xusb-c-2xusb-20
ViewSonic;23.8;7799;7769;WG00370912;Монітор ігровий ViewSonic VX2479A-HD-PRO, 23.8 IPS, 1920х1080, 16:9, 240Гц, 1мс (MPRT), FreeSync, HDR10, 2xHDMI 1.4/1xDP;https://nimpha.ua/371630-monitor-igroviy-viewsonic-vx2479a-hd-pro-238-ips-1920kh1080-169-240gts-1ms-mprt-freesync-hdr10-2xhdmi-14-1xdp
GIGABYTE;31.5;41769;41669;WG00370978;Монiтор iгровий Gigabyte MO32U Gaming Monitor, 31.5 OLED, 3840x2160, 165Hz, 0.03мс (GTG), KVM, 2xHDMI 2.1/1xDP 1.4;https://nimpha.ua/371672-monitor-igroviy-gigabyte-mo32u-gaming-monitor-315-oled-3840x2160-165hz-003ms-gtg-kvm-2xhdmi-21-1xdp-14
iiyama;34;17126;17126;WG00370942;Монітор iiyama GCB3484WQSU-B1, 34 VA, вигнутий, 21:9, 0.4мс (MPRT), 180Гц, Adaptive Sync, HDR, 2xHDMI 2.0/1xDP 1.4;https://nimpha.ua/371714-monitor-iiyama-gcb3484wqsu-b1-34-va-vignutiy-219-04ms-mprt-180gts-adaptive-sync-hdr-2xhdmi-20-1xdp-14
ASUS;26.5;46049;46049;WG00371327;Монітор ігровий Asus XG27UCDMG, 26.5 QD-OLED, 3840x2160, 240Гц (90LM0B20-B01971);https://nimpha.ua/371987-monitor-igroviy-asus-xg27ucdmg-265-qd-oled-3840x2160-240gts-90lm0b20-b01971
Lenovo;23.8;5182;5182;WG00371302;Монітор Lenovo ThinkVision S24i-30, 23.8 IPS, 1920х1080, 16:9, 4ms, 100Гц, 1xVGA/1xHDMI 1.4 (63DEKAR3EU);https://nimpha.ua/372132-monitor-lenovo-thinkvision-s24i-30-238-ips-1920kh1080-169-4ms-100gts-1xvga-1xhdmi-14-63dekar3eu
Acer;24.1;19353;19225;WG00371333;Монітор ігровий Acer Nitro XV242FBMIIPRX, 24.1 TN, 1920x1080, 540Гц (UM.FX2EE.F01);https://nimpha.ua/372253-monitor-igroviy-acer-nitro-xv242fbmiiprx-241-tn-1920x1080-540gts-umfx2eef01
HP;5;7854;7830;WG00373130;Монітор HP S5 Pro 524pf, 23.8 IPS, 100Гц, HDMI/DP, HAS, Pivot, чорний (9D9L6UT);https://nimpha.ua/373736-monitor-hp-s5-pro-524pf-238-ips-100gts-hdmi-dp-has-pivot-chorniy-9d9l6ut
HP;5;9192;8932;WG00373129;Монітор HP S5 Pro 524pn, 24 IPS, WUXGA, 100Гц, HDMI/DP/USB-hub, HAS, Pivot, чорний (9D9A7AA);https://nimpha.ua/374126-monitor-hp-s5-pro-524pn-24-ips-wuxga-100gts-hdmi-dp-usb-hub-has-pivot-chorniy-9d9a7aa
Jazwares;1;402;149;WG00148602;Ігрова фігурка Jazwares Fortnite Domez Marvel's Spider-Man Far From Home, S1 (DMZ0187);https://nimpha.ua/166670-kollektsionnaya-figurka-jazwares-domez-marvels-spider-man-far-from-home
AOC;23.8;4369;4216;WG00175904;Монітор, AOC 24B2XDA, 23.8, IPS, 1920x1080, 75Гц;https://nimpha.ua/191289-monitor-238-aoc-24b2xda
Philips;23.8;18479;18429;WG00211762;Монітор Philips B-Line 242B9TL (242B9TL/00);https://nimpha.ua/217533-monitor-philips-b-line-242b9tl-242b9tl-00
2E;23.8;3264;3264;WG00229766;Монітор 2E 23.8 F2422B D-Sub, HDMI, IPS, 75Hz;https://nimpha.ua/230859-monitor-lcd-238-2e-f2422b-d-sub-hdmi-ips
Philips;27;12829;12798;WG00233763;Монітор 27 Philips 276B9/00, IPS, QHD, 114% sRGB, 75Hz, HDMI, DP, USB-C, USB-hub, HAS, чорний;https://nimpha.ua/234762-monitor-27-philips-276b9-ips-qhd-114-srgb-75hz-hdmi-dp-usb-c-usb-hub-has-kol-chorniy
ASUS;27;55319;52753;WG00240650;Монітор Asus ROG Swift 27 IPS,2560*1440,360 Гц;https://nimpha.ua/241578-monitor-asus-27-rog-swift-pg27aqn-3xhdmi-dp-2xusb-ips-2560x1440-360hz-1ms-srgb-135-g-sync-pivot-hdr600
Samsung;43;31688;29999;WG00244195;Монітор Samsung 43 Samsung Odyssey NEO G7 SMART  HDMI, DP, USB, VA, 3840x2160, 144Hz, 1ms;https://nimpha.ua/245086-monitor-samsung-43-samsung-odyssey-neo-g7-smart--hdmi-dp-usb-va-3840x2160-144hz-1ms
LG;27;6003;5999;WG00253704;Монітор LG 27 27MP450-B D-Sub, HDMI, DP, IPS, FreeSync, HAS;https://nimpha.ua/254484-monitor-lg-27-27mp450-b-d-sub-hdmi-dp-ips-freesync-has
BenQ;27;13332;13332;WG00258280;Монітор BenQ PD2705Q Grey;https://nimpha.ua/258878-monitor-tft-27-benq-pd2705q-ips-qhd-hdmi-dp-usb-ckolonki-siriy
Zowie;24.5;14587;14552;WG00258282;Монітор BenQ XL2540K Dark Grey 24,5 240Гц, HAS;https://nimpha.ua/258978-monitor-tft-245-benq-zowie-xl2540k-240gts-hdmi-x3-dp12-pivot-temno-siriy
